#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_venetian_navy;亚德里亚海舰队;;;;;;;;;;x
d_venetian_navy_adj;亚德里亚海舰队;;;;;;;;;;x
d_genoese_navy;利古里亚海舰队;;;;;;;;;;x
d_genoese_navy_adj;利古里亚海舰队;;;;;;;;;;x
d_hanseatic_navy;波罗的海船队;;;;;;;;;;x
d_hanseatic_navy_adj;波罗的海船队;;;;;;;;;;x
d_frisian_navy;北海船队;;;;;;;;;;x
d_frisian_navy_adj;北海船队;;;;;;;;;;x
d_finnish_band;芬兰大队;;;;;;;;;;x
d_finnish_band_adj;芬兰大队;;;;;;;;;;x
d_lithuanian_band;立陶宛大队;;;;;;;;;;x
d_lithuanian_band_adj;立陶宛大队;;;;;;;;;;x
d_abyssinian_band;阿比西尼亚大队;;;;;;;;;;x
d_abyssinian_band_adj;阿比西尼亚大队;;;;;;;;;;x
d_scottish_band;苏格兰大队;;;;;;;;;;x
d_scottish_band_adj;苏格兰大队;;;;;;;;;;x
d_irish_band;爱尔兰大队;;;;;;;;;;x
d_irish_band_adj;爱尔兰大队;;;;;;;;;;x
d_alan_band;阿兰人大队;;;;;;;;;;x
d_alan_band_adj;阿兰人大队;;;;;;;;;;x
d_nubian_band;努比亚大队;;;;;;;;;;x
d_nubian_band_adj;努比亚大队;;;;;;;;;;x
k_genoa;热那亚;;;;;;;;;;x
k_genoa_adj;热那亚;;;;;;;;;;x
k_pisa;比萨;;;;;;;;;;x
k_pisa_adj;比萨;;;;;;;;;;x
d_somerset_adj_norman;萨默塞特;;;;;;;;;;x
d_somerset_adj_english;萨默塞特;;;;;;;;;;x
d_bedford_adj_norman;贝德福德;;;;;;;;;;x
d_bedford_adj_english;贝德福德;;;;;;;;;;x
d_hereford_adj_norman;赫里福德;;;;;;;;;;x
d_hereford_adj_english;赫里福德;;;;;;;;;;x
d_norfolk_adj_norman;诺福克;;;;;;;;;;x
d_norfolk_adj_english;诺福克;;;;;;;;;;x
d_gloucester_adj_norman;格洛斯特;;;;;;;;;;x
d_gloucester_adj_english;格洛斯特;;;;;;;;;;x
d_lancaster_adj_welsh;兰开斯特;;;;;;;;;;x
title_patrician_heir;指定的继承人;;;;;;;;;;x
title_patrician_heir_desc;此角色已被选作继承贵人头衔，以期其经营家业。;;;;;;;;;;x
ANY_TRADE_POST_STARTS;任意贸易节点;;;;;;;;;;x
religious_cb_succ_tip;§Y[Root.GetTitledFirstName]§!使得信奉[Root.GetPossPronoun]宗教的各领主臣服并取得§Y[This.GetFullBaseName]§!内的其他头衔。\n;;;;;;;;;;x
ultimogeniture;幼子继承法;;;;;;;;;;x
