#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gamer;游戏大师;;;;;;;;;;x
gamer_desc;这个角色是出了名的游戏大师,不论是象棋还是双陆棋,甚至是异国的十字戏都不在话下.;;;;;;;;;;x
IS_NOT_MARRIED_TO;没有与 §Y$WHO$§! 结婚;;;;;;;;;;x
IS_MARRIED_TO;与 §Y$WHO$§! 结婚;;;;;;;;;;x
nick_the_shrewd;机灵者;;;;;;;;;;x
nick_the_wily;狡猾者;;;;;;;;;;x
nick_the_fox;狐狸;;;;;;;;;;x
nick_the_jovial;欢愉者;;;;;;;;;;x
nick_the_jolly;欢乐者;;;;;;;;;;x
nick_the_gracious;优雅者;;;;;;;;;;x
trade_route;贸易商路;;;;;;;;;;x
desc_trade_route;这个省份与国外繁荣的交易带来了异域商品。;;;;;;;;;;x
stone_quarry;采石场;;;;;;;;;;x
desc_stone_quarry;这个省份的采石场生产大量廉价的建筑材料。;;;;;;;;;;x
leaning_tower_bad;斜塔;;;;;;;;;;x
desc_leaning_tower_bad;一座斜塔耸立起,笑说建筑师不入行.;;;;;;;;;;x
leaning_tower;斜塔;;;;;;;;;;x
desc_leaning_tower;一座斜塔耸立起,引得远近人来观;;;;;;;;;;x
aspiring_trader;有志商人;;;;;;;;;;x
desc_aspiring_trader;这个角色刚开始学习商道,有望一天名利两获.;;;;;;;;;;x
trader;商人;;;;;;;;;;x
desc_trader;这个角色通晓敛财之道;;;;;;;;;;x
business_contacts;商业联络;;;;;;;;;;x
desc_business_contacts;这个角色帮助国度建立了良好的商业环境.;;;;;;;;;;x
maze_pavilion;凉亭;;;;;;;;;;x
desc_maze_pavilion;在 [GetHerHis] 花园里，有个浪漫僻静的亭子。;;;;;;;;;;x
building_towards_heaven;攀天大厦;;;;;;;;;;x
desc_building_towards_heaven;教士们可不喜欢众人都有自己通往天国的阶梯.;;;;;;;;;;x
maze_fountain;喷泉;;;;;;;;;;x
desc_maze_fountain;在 [GetHerHis] 花园里，有个大喷泉。;;;;;;;;;;x
maze_fountain_extravagant;喷泉;;;;;;;;;;x
desc_maze_fountain_extravagant;在 [GetHerHis] 花园里，有个喷酒的大喷泉。;;;;;;;;;;x
great_tower;高塔;;;;;;;;;;x
desc_great_tower;这个角色建了座高塔;;;;;;;;;;x
opinion_trade_partner;贸易伙伴;;;;;;;;;;x
opinion_disrespecting_culture;不敬文化;;;;;;;;;;x
opinion_fine_gift;精巧的礼物;;;;;;;;;;x
opinion_religious_quarrel;宗教分歧;;;;;;;;;;x
opinion_family_statues;家庭观念;;;;;;;;;;x
opinion_religious_agenda;宗教目的;;;;;;;;;;x
opinion_annoyed;不愉快;;;;;;;;;;x
wol_steward_1;新手管理;;;;;;;;;;x
desc_wol_steward_1;这个角色有志成为一个精通管理之道的人.;;;;;;;;;;x
wol_steward_2;管理人;;;;;;;;;;x
desc_wol_steward_2;这个角色通晓管理之道.;;;;;;;;;;x
wol_raja_dharma;大法王;;;;;;;;;;x
desc_wol_raja_dharma;这个角色通晓达摩,着实是个伟大的统治者.;;;;;;;;;;x
nick_the_rash;水痘;;;;;;;;;;x
wol_legendary_wisdom;传奇智者;;;;;;;;;;x
desc_wol_legendary_wisdom;这人的智慧无人不知无人不晓.;;;;;;;;;;x
wol_respected_ruler;受敬重的统治者;;;;;;;;;;x
desc_wol_respected_ruler;身为统治者,这个角色在国内外都受人敬仰.;;;;;;;;;;x
EVTDESC_WOL_114;我勾引的目标,[FromFromFrom.GetTitledFirstName],现在是我的 [GetFromFromFromRelation]再追求下去也没什么好处了.;;;;;;;;;;x
EVTOPTA_WOL_114;[FromFromFrom.GetSubjectPronounCap] 已经是我的人儿了.;;;;;;;;;;x
EVTOPTA_WOL_202;我还不会放弃;;;;;;;;;;x
EVTDESC_WOL_2230;在 [target_captive.Host.GetTitledFirstNameNoRegnal]的小小鸟告诉我, [target_agent.GetBestName], 已经无法继续任务了.;;;;;;;;;;x
EVTOPTA_WOL_2230;看来我得找新线人了;;;;;;;;;;x
EVTDESC_WOL_2231;亲爱的 [Root.GetTitledFirstNameNoRegnal], 恐怕我解放 [target_captive.GetBestName] 的计划需要花费更多金钱. 如果你希望 [target_captive.GetObjectPronoun] 取得自由,请送来更多的资金.\n\n你的朋友, [target_agent.GetBestName];;;;;;;;;;x
EVTOPTA_WOL_2231;看来我别无选择;;;;;;;;;;x
EVTOPTC_WOL_2231;是时候放弃了;;;;;;;;;;x
EVTDESC_WOL_2232;我尽力了，但仍没有在 [target_captive.Host.GetTitledFirstName]的宫中找到愿意帮助[target_captive.GetBestName] 逃脱的人。;;;;;;;;;;x
EVTOPTA_WOL_2232;继续找;;;;;;;;;;x
EVTOPTB_WOL_2232;我放弃！;;;;;;;;;;x
EVTOPTA_WOL_3003;我真诚又受欢迎;;;;;;;;;;x
EVTOPTB_WOL_3003;我将成为人生路的大师;;;;;;;;;;x
EVTDESC_WOL_10101;[From.GetTitledFirstName] 之前说他想让 [From.PrimaryTitle.GetName] [From.PrimaryTitle.GetTier] 发财。现在有个机会，没准能建立起一条能赚钱的新贸易路线。;;;;;;;;;;x
EVTOPTA_WOL_10101;向 [From.GetTitledFirstName]说明.;;;;;;;;;;x
EVTOPTB_WOL_10101;我有更重要的事情要做。;;;;;;;;;;x
EVTDESC_WOL_10102;在一个 [From.GetJobTitle] 前来说明 [From.GetSheHeCap] 从异国取得物资的计划. [From.GetSheHe] 建议同外国建立商路,但需要进行一次昂贵的远行.潜在的利润丰富.;;;;;;;;;;x
EVTOPTA_WOL_10102;启程远行;;;;;;;;;;x
EVTOPTB_WOL_10102;算了，钱还是得花在刀尖上。;;;;;;;;;;x
EVTDESC_WOL_10103;是时候组织商队，带上驮畜启程了。 你前去寻找适合远行的强壮动物，但价格不菲。;;;;;;;;;;x
EVTOPTA_WOL_10103;为旅途购买牲口.;;;;;;;;;;x
EVTOPTB_WOL_10103;雇一伙强盗去偷驮畜。;;;;;;;;;;x
EVTOPTC_WOL_10103;想了想，我真的没钱。;;;;;;;;;;x
EVTDESC_WOL_10104;是时候准备远航的船只了。港口管理员指了一条仓库够大适合这次远航的船，但价格不菲。;;;;;;;;;;x
EVTOPTA_WOL_10104;从商人手里买下这条船。;;;;;;;;;;x
EVTOPTB_WOL_10104;雇一伙强盗去偷这条船。;;;;;;;;;;x
EVTOPTC_WOL_10104;想了想，我真的没钱。;;;;;;;;;;x
EVTDESC_WOL_10105;"你远行的计划传开了, 一些[Root.Religion.GetPriestTitle]来到你面前, 提出教会能支付一部分开销,只要你能带上它们去异国.";;;;;;;;;;x
EVTOPTA_WOL_10105;当然，与你们同行是我的荣幸。;;;;;;;;;;x
EVTOPTB_WOL_10105;不行，要是你们碍事怎么办。;;;;;;;;;;x
EVTDESC_WOL_10106;[Root.Religion.GetPriestTitle]盯着船员让他们感到不快. 今天他们告知你,同贼匪旅行让他们感到担忧.他接着指出同这种人一同旅行不被 [Root.Religion.GetName]认可.;;;;;;;;;;x
EVTOPTA_WOL_10106;好吧。;;;;;;;;;;x
EVTOPTB_WOL_10106;我们是在提供他们不犯罪也能生存下去的途径。;;;;;;;;;;x
