#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DLC_TOOLTIP;DLC_TOOLTIP;;;;;;;;;;;;x
DLC_TOOLTIP_DELAYED;DLC_TOOLTIP_DELAYED;;;;;;;;;;;;x
DLC_NOT_OWNED;§R未拥有§!;;;;;;;;;;;;x
CLICK_TO_VIEW_DLC;§G点击查看更多§!;;;;;;;;;;;;x
dlc_type_expansion;扩展包;;;;;;;;;;;;x
dlc_type_content;内容包;;;;;;;;;;;;x
dlc_type_unit;单位包;;;;;;;;;;;;x
dlc_type_portrait;肖像包;;;;;;;;;;;;x
dlc_type_dynasty_shield;王朝盾徽包;;;;;;;;;;;;x
dlc_type_music;音乐;;;;;;;;;;;;x
dlc_type_other;其他内容;;;;;;;;;;;;x
dlc_launcher_header_owned;已拥有;;;;;;;;;;;;x
dlc_launcher_header_unowned;未拥有;;;;;;;;;;;;x
dlc_launcher_view_in_store;在商店中查看;;;;;;;;;;;;x
DLC_dlc001_TOOLTIP_INSTANT;§Y家族盾徽DLC1§!;;;;;;;;;;;;x
DLC_dlc001_TOOLTIP_DELAYED;－中世纪欧洲50个最著名家族的50个特殊盾徽;;;;;;;;;;;;x
DLC_dlc002_TOOLTIP_INSTANT;§Y蒙古人脸型DLC§!;;;;;;;;;;;;x
DLC_dlc002_TOOLTIP_DELAYED;－许多蒙古文化角色独特的面部组合\n－七种新单位;;;;;;;;;;;;x
DLC_dlc003_TOOLTIP_INSTANT;§Y阿尔比恩之歌§!;;;;;;;;;;;;x
DLC_dlc003_TOOLTIP_DELAYED;－为英格兰王国角色准备的四首音乐原声带;;;;;;;;;;;;x
DLC_dlc004_TOOLTIP_INSTANT;§Y信仰之歌§!;;;;;;;;;;;;x
DLC_dlc004_TOOLTIP_DELAYED;－为宗教角色准备的两首音乐原声带;;;;;;;;;;;;x
DLC_dlc005_TOOLTIP_INSTANT;§Y角色设计器§!;;;;;;;;;;;;x
DLC_dlc005_TOOLTIP_DELAYED;－定制你的肖像\n－命名你的家族并设计一件盾徽\n－分配技能点和特质\n－创造配偶和后代\n－用自创人物替代历史人物;;;;;;;;;;;;x
DLC_dlc006_TOOLTIP_INSTANT;§Y圣地之歌§!;;;;;;;;;;;;x
DLC_dlc006_TOOLTIP_DELAYED;－为中东角色准备的两首音乐原声带;;;;;;;;;;;;x
DLC_dlc007_TOOLTIP_INSTANT;§Y伊斯兰之剑§!;;;;;;;;;;;;x
DLC_dlc007_TOOLTIP_DELAYED;－新的可扮演宗教团体：伊斯兰教\n－腐化系统\n－一夫多妻制\n－穆斯林特有的宣战理由\n\n附加特性：\n－改进可扮演的穆斯林角色界面\n－超过100个聚焦于该地区的新事件;;;;;;;;;;;;x
DLC_dlc008_TOOLTIP_INSTANT;§Y非洲单位包§!;;;;;;;;;;;;x
DLC_dlc008_TOOLTIP_DELAYED;－非洲文化独特的单位模型;;;;;;;;;;;;x
DLC_dlc009_TOOLTIP_INSTANT;§Y哈里发之歌§!;;;;;;;;;;;;x
DLC_dlc009_TOOLTIP_DELAYED;－为伊斯兰教角色准备的两首音乐原声带;;;;;;;;;;;;x
DLC_dlc010_TOOLTIP_INSTANT;§Y家族盾徽包2§!;;;;;;;;;;;;x
DLC_dlc010_TOOLTIP_DELAYED;－中世纪欧洲50个著名家族的50个特殊盾徽;;;;;;;;;;;;x
DLC_dlc011_TOOLTIP_INSTANT;§Y罗马遗产§!;;;;;;;;;;;;x
DLC_dlc011_TOOLTIP_DELAYED;－近卫军，你的私人常备军队\n－能够复兴罗马帝国\n－通过决议修复教会大分裂\n\n附加特性：\n－让你控制的统治者变得更加优秀\n－东正教内阁成员模型\n－全新的以拜占庭帝国为焦点的事件和决议;;;;;;;;;;;;x
DLC_dlc012_TOOLTIP_INSTANT;§Y拜占庭单位包§!;;;;;;;;;;;;x
DLC_dlc012_TOOLTIP_DELAYED;－拜占庭文化的独特单位模型;;;;;;;;;;;;x
DLC_dlc013_TOOLTIP_INSTANT;§Y非洲头像§!;;;;;;;;;;;;x
DLC_dlc013_TOOLTIP_DELAYED;－非洲文化角色的独特脸部组合;;;;;;;;;;;;x
DLC_dlc014_TOOLTIP_INSTANT;§Y地中海头像§!;;;;;;;;;;;;x
DLC_dlc014_TOOLTIP_DELAYED;－地中海文化角色的独特脸部组合;;;;;;;;;;;;x
DLC_dlc015_TOOLTIP_INSTANT;§Y罗斯单位包§!;;;;;;;;;;;;x
DLC_dlc015_TOOLTIP_DELAYED;－罗斯文化角色的独特单位模型;;;;;;;;;;;;x
DLC_dlc016_TOOLTIP_INSTANT;§Y罗斯头像§!;;;;;;;;;;;;x
DLC_dlc016_TOOLTIP_DELAYED;－罗斯文化角色的独特脸部组合;;;;;;;;;;;;x
DLC_dlc017_TOOLTIP_INSTANT;§Y拜占庭之歌§!;;;;;;;;;;;;x
DLC_dlc017_TOOLTIP_DELAYED;－为拜占庭帝国和其它希腊、亚美尼亚和格鲁吉亚统治者而准备的三首音乐原声带;;;;;;;;;;;;x
DLC_dlc018_TOOLTIP_INSTANT;§Y日落入侵§!;;;;;;;;;;;;x
DLC_dlc018_TOOLTIP_DELAYED;－来自于西方的新入侵威胁\n－全新的阿兹特克文化和宗教\n\n附加特性：\n－独特的新肖像和杰出的中美洲单位\n－新地图盾徽\n－一种由入侵者带来的可怕疾病;;;;;;;;;;;;x
DLC_dlc019_TOOLTIP_INSTANT;§Y罗斯之歌§!;;;;;;;;;;;;x
DLC_dlc019_TOOLTIP_DELAYED;－为罗斯、保加利亚和阿兰统治者准备的三首音乐原声带;;;;;;;;;;;;x
DLC_dlc020_TOOLTIP_INSTANT;§Y诺斯头像§!;;;;;;;;;;;;x
DLC_dlc020_TOOLTIP_DELAYED;－诺斯文化角色的独特脸部组合;;;;;;;;;;;;x
DLC_dlc021_TOOLTIP_INSTANT;§Y诺斯单位包§!;;;;;;;;;;;;x
DLC_dlc021_TOOLTIP_DELAYED;－诺斯文化角色的独特单位模型;;;;;;;;;;;;x
DLC_dlc022_TOOLTIP_INSTANT;§Y共和国§!;;;;;;;;;;;;x
DLC_dlc022_TOOLTIP_DELAYED;－可扮演商业共和国\n－成为贵人家族的领袖\n－建设贸易站扩张你的贸易帝国\n－在选举的舞台上角逐\n\n附加特性：\n－众多新建筑\n－独特的共和国肖像和船只模型\n－新密谋和新事件\n－占领或保卫沿海城市的新宣战理由;;;;;;;;;;;;x
DLC_dlc023_TOOLTIP_INSTANT;§Y繁荣之歌§!;;;;;;;;;;;;x
DLC_dlc023_TOOLTIP_DELAYED;－为共和国统治者准备的三首音乐原声带;;;;;;;;;;;;x
DLC_dlc024_TOOLTIP_INSTANT;§Y逝往神灵§!;;;;;;;;;;;;x
DLC_dlc024_TOOLTIP_DELAYED;－早期的867年剧本\n－可扮演原始宗教和祆教\n－叛乱将拥有领袖，造成更大的威胁\n－原始宗教徒可以抢劫和掠夺省份\n\n附加特性：\n－基督徒和穆斯林可以派遣传教士使异教徒皈依\n－新主题的决议和事件;;;;;;;;;;;;x
DLC_dlc025_TOOLTIP_INSTANT;§Y为逝往神灵写的赞美诗§!;;;;;;;;;;;;x
DLC_dlc025_TOOLTIP_DELAYED;－为北日耳曼统治者准备的四首音乐原声带;;;;;;;;;;;;x
DLC_dlc027_TOOLTIP_INSTANT;§Y凯尔特单位包§!;;;;;;;;;;;;x
DLC_dlc027_TOOLTIP_DELAYED;－凯尔特文化角色的独特单位模型;;;;;;;;;;;;x
DLC_dlc028_TOOLTIP_INSTANT;§Y凯尔特头像§!;;;;;;;;;;;;x
DLC_dlc028_TOOLTIP_DELAYED;－凯尔特文化角色的独特脸部组合;;;;;;;;;;;;x
DLC_dlc029_TOOLTIP_INSTANT;§Y家族盾徽包3§!;;;;;;;;;;;;x
DLC_dlc029_TOOLTIP_DELAYED;－以原始宗教家族为焦点，为50个著名的中世纪欧洲家族准备的50个专属王朝盾徽;;;;;;;;;;;;x
DLC_dlc030_TOOLTIP_INSTANT;§Y欧陆风云IV转档器§!;;;;;;;;;;;;x
DLC_dlc030_TOOLTIP_DELAYED;－将十字军之王II游戏存档转档至欧陆风云IV;;;;;;;;;;;;x
DLC_dlc031_TOOLTIP_INSTANT;§Y定制包§!;;;;;;;;;;;;x
DLC_dlc031_TOOLTIP_DELAYED; - In-game barber shop: customize hair and beard \n- Rename children born to all your descendants \n- Name bastard dynasties \n- Rename duchies and above, with adjective form;;;;;;;;;;;;x
DLC_dlc032_TOOLTIP_INSTANT;§Y亚伯拉罕之裔§!;;;;;;;;;;;;x
DLC_dlc032_TOOLTIP_DELAYED;－新的教宗机制\n－新的骑士团\n－伊斯兰教可选择更加理性主义的穆尔太齐赖或与之对立的艾什尔里其中一方\n－新的可扮演宗教团体：犹太教\n\n附加特性：\n－前往圣地朝圣\n－把讨人厌的廷臣送到修道院成为修士或修女\n－超过三百个新事件;;;;;;;;;;;;x
DLC_dlc033_TOOLTIP_INSTANT;§Y骑士团单位包§!;;;;;;;;;;;;x
DLC_dlc033_TOOLTIP_DELAYED;－基督教军事骑士团角色的独特单位模型;;;;;;;;;;;;x
DLC_dlc034_TOOLTIP_INSTANT;§Y信仰之战士单元包§!;;;;;;;;;;;;x
DLC_dlc034_TOOLTIP_DELAYED;－非基督徒圣战士角色的独特单位模型;;;;;;;;;;;;x
DLC_dlc035_TOOLTIP_INSTANT;§Y亚伯拉罕颂歌§!;;;;;;;;;;;;x
